user_id,id,type,x,y,z,timestamp,context_screen
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,accelerometer,1.6309500932693481,0.47805002331733704,9.945000648498535,2025-07-02T12:44:11.364670,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,gyroscope,0.025162499397993088,-0.002474999986588955,-0.0013749999925494194,2025-07-02T12:44:11.365259,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,accelerometer,1.4970000982284546,0.3540000021457672,9.981000900268555,2025-07-02T12:44:12.373960,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,gyroscope,-0.055687498301267624,0.013199999928474426,-0.0013749999925494194,2025-07-02T12:44:12.374451,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,accelerometer,1.207050085067749,0.6960000395774841,9.96405029296875,2025-07-02T12:44:13.382965,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,gyroscope,0.04427500069141388,0.03932499885559082,-0.018424998968839645,2025-07-02T12:44:13.383438,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,accelerometer,1.297950029373169,0.7060500383377075,9.969000816345215,2025-07-02T12:44:14.390552,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,gyroscope,-0.023787500336766243,-0.012924999929964542,0.01993750035762787,2025-07-02T12:44:14.390829,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,accelerometer,1.350000023841858,0.700950026512146,9.871050834655762,2025-07-02T12:44:16.532051,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,gyroscope,0.05609999969601631,-0.0056374999694526196,-0.0013749999925494194,2025-07-02T12:44:16.533634,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,accelerometer,3.453000068664551,2.851950168609619,9.032999992370605,2025-07-02T12:44:17.538555,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,gyroscope,0.029424998909235,-0.12911249697208405,-0.010999999940395355,2025-07-02T12:44:17.538851,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,accelerometer,4.087950229644775,3.072000026702881,10.599000930786133,2025-07-02T12:44:18.549543,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,gyroscope,0.3051125109195709,0.028875000774860382,-0.048262499272823334,2025-07-02T12:44:18.549923,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,accelerometer,3.4990501403808594,-1.4490001201629639,6.796050548553467,2025-07-02T12:44:19.557454,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,gyroscope,0.2167000025510788,1.0212124586105347,1.722599983215332,2025-07-02T12:44:19.557759,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,accelerometer,0.8329500555992126,0.2939999997615814,9.949950218200684,2025-07-02T12:44:20.571949,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,gyroscope,-0.013199999928474426,-0.030799999833106995,0.0017874999903142452,2025-07-02T12:44:20.572333,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,accelerometer,0.8329500555992126,0.2939999997615814,9.97605037689209,2025-07-02T12:44:21.581269,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,gyroscope,-0.0013749999925494194,-0.0013749999925494194,-0.0002749999985098839,2025-07-02T12:44:21.581976,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,accelerometer,0.831000030040741,0.30105000734329224,9.97605037689209,2025-07-02T12:44:22.585811,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,gyroscope,-0.0004124999977648258,-0.0004124999977648258,-0.0002749999985098839,2025-07-02T12:44:22.586600,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,accelerometer,0.831000030040741,0.286950021982193,9.961950302124023,2025-07-02T12:44:23.593245,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,gyroscope,-0.0004124999977648258,-0.0013749999925494194,-0.0002749999985098839,2025-07-02T12:44:23.593963,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,accelerometer,0.8280000686645508,0.29805001616477966,9.97605037689209,2025-07-02T12:44:24.602961,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,gyroscope,-0.0004124999977648258,-0.0004124999977648258,-0.0002749999985098839,2025-07-02T12:44:24.603555,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,accelerometer,0.8160000443458557,0.2939999997615814,9.98805046081543,2025-07-02T12:44:25.612775,home
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,gyroscope,-0.0013749999925494194,0.0006874999962747097,-0.0002749999985098839,2025-07-02T12:44:25.613760,home
