user_id,id,key_code,key_label,event_type,duration_ms,timestamp,digram_key1,digram_key2,context_screen,field_name
c9f16bb0-fcb8-43c9-a2fd-c502ce6e5429,,4294967304,backspace,individual,2,2025-07-02T13:03:10.033934,,,RegisterPage,
c9f16bb0-fcb8-43c9-a2fd-c502ce6e5429,,4294967304,backspace,individual,1,2025-07-02T13:03:44.809495,,,LoginPage,
c9f16bb0-fcb8-43c9-a2fd-c502ce6e5429,,4294967304,backspace,individual,2,2025-07-02T13:03:44.971532,,,LoginPage,
c9f16bb0-fcb8-43c9-a2fd-c502ce6e5429,,4294967304,backspace,individual,1,2025-07-02T13:03:45.117047,,,LoginPage,
c9f16bb0-fcb8-43c9-a2fd-c502ce6e5429,,4294967304,backspace,individual,0,2025-07-02T13:03:45.243418,,,LoginPage,
c9f16bb0-fcb8-43c9-a2fd-c502ce6e5429,,4294967304,backspace,individual,2,2025-07-02T13:03:10.033934,,,RegisterPage,
c9f16bb0-fcb8-43c9-a2fd-c502ce6e5429,,4294967304,backspace,individual,1,2025-07-02T13:03:44.809495,,,LoginPage,
c9f16bb0-fcb8-43c9-a2fd-c502ce6e5429,,4294967304,backspace,individual,2,2025-07-02T13:03:44.971532,,,LoginPage,
c9f16bb0-fcb8-43c9-a2fd-c502ce6e5429,,4294967304,backspace,individual,1,2025-07-02T13:03:45.117047,,,LoginPage,
c9f16bb0-fcb8-43c9-a2fd-c502ce6e5429,,4294967304,backspace,individual,0,2025-07-02T13:03:45.243418,,,LoginPage,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,54,6,individual,1,2025-07-02T15:53:34.557687,,,transfer_page,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,54,6,individual,1,2025-07-02T15:53:34.557687,,,transfer_page,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,53,5,individual,0,2025-07-02T15:53:34.660016,,,transfer_page,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,53,5,individual,0,2025-07-02T15:53:34.660016,,,transfer_page,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,54,6,individual,0,2025-07-02T15:53:34.900564,,,transfer_page,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,54,6,individual,0,2025-07-02T15:53:34.900564,,,transfer_page,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,52,4,individual,0,2025-07-02T15:53:35.096296,,,transfer_page,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,52,4,individual,0,2025-07-02T15:53:35.096296,,,transfer_page,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,54,6,individual,3,2025-07-02T15:54:09.141183,,,home,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,54,6,individual,3,2025-07-02T15:54:09.141183,,,home,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,52,4,individual,0,2025-07-02T15:54:09.234867,,,home,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,52,4,individual,0,2025-07-02T15:54:09.234867,,,home,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,54,6,individual,1,2025-07-02T15:54:09.406194,,,home,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,54,6,individual,1,2025-07-02T15:54:09.406194,,,home,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,52,4,individual,1,2025-07-02T15:54:09.522152,,,home,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,52,4,individual,1,2025-07-02T15:54:09.522152,,,home,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,54,6,individual,1,2025-07-02T15:54:09.647811,,,home,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,54,6,individual,1,2025-07-02T15:54:09.647811,,,home,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,56,8,individual,1,2025-07-02T15:54:10.041324,,,home,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,56,8,individual,1,2025-07-02T15:54:10.041324,,,home,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,57,9,individual,1,2025-07-02T15:54:10.318927,,,home,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,57,9,individual,1,2025-07-02T15:54:10.318927,,,home,
bbc7f6a4-53e3-439f-8b99-1ca88483e321,,48,0,individual,2,2025-07-02T15:54:10.533625,,,home,
