user_id,startOffset,endOffset,distance,durationMs,timestamp,contextScreen,direction
c9f16bb0-fcb8-43c9-a2fd-c502ce6e5429,0.0,283.0,283.0,180,2025-07-02T13:04:14.318773,transfer_page,down
c9f16bb0-fcb8-43c9-a2fd-c502ce6e5429,0.0,283.0,283.0,180,2025-07-02T13:04:14.318773,transfer_page,down
c9f16bb0-fcb8-43c9-a2fd-c502ce6e5429,283.0,0.0,283.0,142,2025-07-02T13:04:14.668996,transfer_page,up
c9f16bb0-fcb8-43c9-a2fd-c502ce6e5429,283.0,0.0,283.0,142,2025-07-02T13:04:14.668996,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,0.0,102.33333333333337,102.33333333333337,277,2025-07-02T15:53:15.352568,transfer_page,down
bbc7f6a4-53e3-439f-8b99-1ca88483e321,0.0,102.33333333333337,102.33333333333337,277,2025-07-02T15:53:15.352568,transfer_page,down
bbc7f6a4-53e3-439f-8b99-1ca88483e321,114.33333333333326,114.33333333333326,0.0,0,2025-07-02T15:53:15.996431,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,114.33333333333326,114.33333333333326,0.0,0,2025-07-02T15:53:15.996431,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,127.66666666666663,127.66666666666663,0.0,0,2025-07-02T15:53:16.013576,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,127.66666666666663,127.66666666666663,0.0,0,2025-07-02T15:53:16.013576,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,137.9999999999999,137.9999999999999,0.0,0,2025-07-02T15:53:16.030751,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,137.9999999999999,137.9999999999999,0.0,0,2025-07-02T15:53:16.030751,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,146.66666666666652,146.66666666666652,0.0,0,2025-07-02T15:53:16.046864,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,146.66666666666652,146.66666666666652,0.0,0,2025-07-02T15:53:16.046864,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,153.66666666666652,153.66666666666652,0.0,0,2025-07-02T15:53:16.063325,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,153.66666666666652,153.66666666666652,0.0,0,2025-07-02T15:53:16.063325,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,158.99999999999977,158.99999999999977,0.0,0,2025-07-02T15:53:16.079757,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,158.99999999999977,158.99999999999977,0.0,0,2025-07-02T15:53:16.079757,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,162.99999999999966,162.99999999999966,0.0,0,2025-07-02T15:53:16.096687,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,162.99999999999966,162.99999999999966,0.0,0,2025-07-02T15:53:16.096687,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,165.99999999999955,165.99999999999955,0.0,0,2025-07-02T15:53:16.113623,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,165.99999999999955,165.99999999999955,0.0,0,2025-07-02T15:53:16.113623,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,167.99999999999955,167.99999999999955,0.0,0,2025-07-02T15:53:16.130036,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,167.99999999999955,167.99999999999955,0.0,0,2025-07-02T15:53:16.130036,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,169.33333333333292,169.33333333333292,0.0,0,2025-07-02T15:53:16.146185,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,169.33333333333292,169.33333333333292,0.0,0,2025-07-02T15:53:16.146185,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,169.66666666666617,169.66666666666617,0.0,0,2025-07-02T15:53:16.163117,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,169.66666666666617,169.66666666666617,0.0,0,2025-07-02T15:53:16.163117,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,169.99999999999955,169.99999999999955,0.0,0,2025-07-02T15:53:16.181911,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,169.99999999999955,169.99999999999955,0.0,0,2025-07-02T15:53:16.181911,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,169.99999999999955,267.42796635604776,97.42796635604822,360,2025-07-02T15:53:27.478218,transfer_page,down
bbc7f6a4-53e3-439f-8b99-1ca88483e321,169.99999999999955,267.42796635604776,97.42796635604822,360,2025-07-02T15:53:27.478218,transfer_page,down
bbc7f6a4-53e3-439f-8b99-1ca88483e321,267.42796635604776,391.33333333333326,123.9053669772855,267,2025-07-02T15:53:36.426101,transfer_page,down
bbc7f6a4-53e3-439f-8b99-1ca88483e321,267.42796635604776,391.33333333333326,123.9053669772855,267,2025-07-02T15:53:36.426101,transfer_page,down
bbc7f6a4-53e3-439f-8b99-1ca88483e321,234.66666666666663,125.46512638058142,109.2015402860852,321,2025-07-02T15:53:39.552087,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,234.66666666666663,125.46512638058142,109.2015402860852,321,2025-07-02T15:53:39.552087,transfer_page,up
bbc7f6a4-53e3-439f-8b99-1ca88483e321,125.46512638058142,187.46512638058175,62.00000000000033,235,2025-07-02T15:53:40.786204,transfer_page,down
bbc7f6a4-53e3-439f-8b99-1ca88483e321,125.46512638058142,187.46512638058175,62.00000000000033,235,2025-07-02T15:53:40.786204,transfer_page,down
bbc7f6a4-53e3-439f-8b99-1ca88483e321,0.0,108.3333333333336,108.3333333333336,242,2025-07-02T15:53:47.404078,add_funds,down
bbc7f6a4-53e3-439f-8b99-1ca88483e321,0.0,108.3333333333336,108.3333333333336,242,2025-07-02T15:53:47.404078,add_funds,down
bbc7f6a4-53e3-439f-8b99-1ca88483e321,108.3333333333336,359.0306798234846,250.697346490151,537,2025-07-02T15:53:55.407507,add_funds,down
bbc7f6a4-53e3-439f-8b99-1ca88483e321,108.3333333333336,359.0306798234846,250.697346490151,537,2025-07-02T15:53:55.407507,add_funds,down
bbc7f6a4-53e3-439f-8b99-1ca88483e321,359.0306798234846,273.6973464901518,85.3333333333328,667,2025-07-02T15:53:56.553926,add_funds,up
